Utterance,Sentiment,cleanText,prediction
怎么会是你,negative,怎么 会 是 你,"{'label': 'negative', 'score': 0.6523699760437012}"
这好像应该是我的台词,negative,这 好像 应该 是 我 的 台词,"{'label': 'positive', 'score': 0.5500463247299194}"
你玩cosplay啊,negative,你 玩 cosplay 啊,"{'label': 'neutral', 'score': 0.4428284466266632}"
我是今天的神父,neutral,我 是 今天 的 神父,"{'label': 'neutral', 'score': 0.6062279343605042}"
神父 神经吧你 你什么时候信教,negative,神父 神经 吧 你 你 什么时候 信教,"{'label': 'negative', 'score': 0.6866235733032227}"
你不是韩国人吗,negative,你 不是 韩国人 吗,"{'label': 'positive', 'score': 0.6532202959060669}"
我现在的追求已经不一样,neutral,我 现在 的 追求 已经 不 一样,"{'label': 'negative', 'score': 0.3900805115699768}"
所以别人今天是特地请我来的,positive,所以 别人 今天 是 特地 请 我 来 的,"{'label': 'neutral', 'score': 0.5933204293251038}"
你混到这来干嘛,neutral,你 混到 这 来 干嘛,"{'label': 'negative', 'score': 0.9465771913528442}"
你管得着吗你,negative,你 管 得 着 吗 你,"{'label': 'negative', 'score': 0.9082211256027222}"
我是新娘的朋友,negative,我 是 新娘 的 朋友,"{'label': 'neutral', 'score': 0.44583645462989807}"
说新娘叫什么名字,neutral,说 新娘 叫 什么 名字,"{'label': 'negative', 'score': 0.6173533797264099}"
叫 我就不信你知道,negative,叫 我 就 不 信 你 知道,"{'label': 'neutral', 'score': 0.41193005442619324}"
哼哼就知道你又是来骗吃骗喝的,positive,哼哼 就 知道 你 又 是 来 骗 吃 骗 喝 的,"{'label': 'negative', 'score': 0.7109349370002747}"
你想怎么样,negative,你 想 怎么样,"{'label': 'neutral', 'score': 0.5217559933662415}"
我今天可是带男朋友来的,negative,我 今天 可是 带 男朋友 来 的,"{'label': 'positive', 'score': 0.6989370584487915}"
我好怕怕啊,positive,我 好 怕怕 啊,"{'label': 'negative', 'score': 0.7271898984909058}"
你男朋友在哪把他拉出来,positive,你 男朋友 在 哪 把 他 拉 出来,"{'label': 'negative', 'score': 0.9514613151550293}"
我给他好好超度超度,positive,我 给 他 好好 超度 超度,"{'label': 'negative', 'score': 0.955427885055542}"
他去厕所了 我这就找他过来,negative,他 去 厕所 了 我 这就 找 他 过来,"{'label': 'negative', 'score': 0.672573447227478}"
厕所在那边 得了吧,positive,厕所 在 那边 得 了 吧,"{'label': 'neutral', 'score': 0.6452106237411499}"
我刚从厕所出来的,neutral,我 刚 从 厕所 出来 的,"{'label': 'negative', 'score': 0.7154914736747742}"
里面就花甲老爷爷一名,neutral,里面 就 花甲 老爷爷 一 名,"{'label': 'neutral', 'score': 0.5411049127578735}"
你男人应该不是撇下你跑了吧,positive,你 男人 应该 不是 撇下 你 跑 了 吧,"{'label': 'neutral', 'score': 0.7289848327636719}"
你以为全天下男人都跟你一样 花心大萝卜 撇掉了大美女 自个儿跑,negative,你 以为 全天下 男人 都 跟 你 一样 花心 大 萝卜 撇掉 了 大 美女 自个儿 跑,"{'label': 'negative', 'score': 0.6075142621994019}"
我那个时候是为了你好,neutral,我 那个 时候 是 为了 你好,"{'label': 'negative', 'score': 0.6123588681221008}"
大美女 整个一红颜祸水,negative,大 美女 整个 一 红颜祸水,"{'label': 'positive', 'score': 0.7443208694458008}"
慢着 红颜还算不上,negative,慢 着 红颜 还算 不 上,"{'label': 'negative', 'score': 0.6975417733192444}"
整个一祸水,negative,整个 一祸水,"{'label': 'negative', 'score': 0.8832259178161621}"
你怎么就不学人家吴三桂,negative,你 怎么 就 不 学 人家 吴三桂,"{'label': 'negative', 'score': 0.8880595564842224}"
做男人要懂得忍辱负重,negative,做 男人 要 懂得 忍辱负重,"{'label': 'neutral', 'score': 0.7792373895645142}"
那要看对谁了,neutral,那 要 看 对 谁 了,"{'label': 'neutral', 'score': 0.6522291898727417}"
人家可是陈圆圆,neutral,人家 可是 陈圆圆,"{'label': 'negative', 'score': 0.6358398199081421}"
有什么了不起的,negative,有 什么 了不起 的,"{'label': 'negative', 'score': 0.7377467751502991}"
我也姓陈,negative,我 也 姓 陈,"{'label': 'neutral', 'score': 0.5352319478988647}"
人家陈圆圆 你 陈扁扁 ,neutral,人家 陈圆圆 你 陈扁扁,"{'label': 'negative', 'score': 0.9470838904380798}"
你 吕子乔,negative,你 吕子 乔,"{'label': 'negative', 'score': 0.6007272601127625}"
正是在下 怎么地,neutral,正是 在 下 怎么 地,"{'label': 'neutral', 'score': 0.4953341782093048}"
你这件大褂也是坑来的吧,negative,你 这 件 大褂 也 是 坑 来 的 吧,"{'label': 'negative', 'score': 0.6610917448997498}"
怎么会,neutral,怎么 会,"{'label': 'positive', 'score': 0.4032351076602936}"
领子上写着汤姆森克鲁斯 哪偷的,negative,领子 上 写 着 汤姆森克鲁斯 哪偷 的,"{'label': 'negative', 'score': 0.8540568351745605}"
好啊你,positive,好 啊 你,"{'label': 'neutral', 'score': 0.4129178524017334}"
我顶多吃两个蛋糕当游客,negative,我 顶多 吃 两 个 蛋糕 当 游客,"{'label': 'negative', 'score': 0.45517730712890625}"
你乔装打扮居心叵测,negative,你 乔装 打扮 居心叵测,"{'label': 'negative', 'score': 0.930465817451477}"
完全可以定义为恐怖分子,negative,完全 可以 定义 为 恐怖 分子,"{'label': 'negative', 'score': 0.6678605675697327}"
好好好,negative,好好 好,"{'label': 'positive', 'score': 0.38969019055366516}"
都是为了求财嘛,negative,都 是 为了 求财 嘛,"{'label': 'positive', 'score': 0.5652707815170288}"
何必两败俱伤呢,negative,何必 两败俱伤 呢,"{'label': 'neutral', 'score': 0.7441982626914978}"
大路朝天各走一边,negative,大路 朝 天 各 走 一边,"{'label': 'neutral', 'score': 0.9611794352531433}"
我们井水不犯河水好不好,negative,我们 井水不犯河水 好不 好,"{'label': 'negative', 'score': 0.727394700050354}"
3 1,negative,3 1,"{'label': 'neutral', 'score': 0.6154784560203552}"
再数也没用,negative,再数 也 没用,"{'label': 'negative', 'score': 0.8060306906700134}"
还能多出一张来,negative,还 能 多出 一 张 来,"{'label': 'positive', 'score': 0.5746815800666809}"
没听说过一句老话,neutral,没 听说 过 一 句 老话,"{'label': 'neutral', 'score': 0.4639406204223633}"
只知道数钱的人,neutral,只 知道 数钱 的 人,"{'label': 'neutral', 'score': 0.741534948348999}"
最终无钱可数,neutral,最终 无钱可数,"{'label': 'negative', 'score': 0.5206789970397949}"
你不说话你嘴巴长溃疡啊,negative,你 不 说话 你 嘴 巴长 溃疡 啊,"{'label': 'negative', 'score': 0.8945630192756653}"
我倒是听过另外一句话,neutral,我 倒是 听 过 另外 一句话,"{'label': 'neutral', 'score': 0.37469327449798584}"
是我的总是我 不是我的还是我的,positive,是 我 的 总是 我 不是 我 的 还是 我 的,"{'label': 'negative', 'score': 0.9334068894386292}"
那你就整天跑到人家婚礼上推销什么,negative,那 你 就 整天 跑到 人家 婚礼 上 推销 什么,"{'label': 'negative', 'score': 0.7732612490653992}"
神功丸 追求巅峰,negative,神功丸 追求 巅峰,"{'label': 'neutral', 'score': 0.9284783601760864}"
感受缔造幸福人生,negative,感受 缔造 幸福 人生,"{'label': 'neutral', 'score': 0.5613320469856262}"
本小姐只在希望你面对现实,neutral,本 小姐 只 在 希望 你 面对 现实,"{'label': 'neutral', 'score': 0.7233476638793945}"
要不是当年你对我的拖累,negative,要不是 当年 你 对 我 的 拖累,"{'label': 'negative', 'score': 0.7742693424224854}"
我的现实要比现在宏大1000倍1万倍,negative,我 的 现实 要 比 现在 宏大 1000 倍 1万 倍,"{'label': 'positive', 'score': 0.5697709918022156}"
你以为你是谁啊,negative,你 以为 你 是 谁 啊,"{'label': 'negative', 'score': 0.7292293906211853}"
我是谁,positive,我 是 谁,"{'label': 'neutral', 'score': 0.4946686029434204}"
算命的说过,positive,算命 的 说 过,"{'label': 'neutral', 'score': 0.6878076195716858}"
我有少爷的命,positive,我 有 少爷 的 命,"{'label': 'negative', 'score': 0.8045397996902466}"
吕少爷 我猜你要多给那算命瞎子一点钱,positive,吕少爷 我 猜 你 要 多 给 那 算命 瞎子 一点 钱,"{'label': 'neutral', 'score': 0.5124500393867493}"
他肯定说你有老爷的命,positive,他 肯定 说 你 有 老爷 的 命,"{'label': 'negative', 'score': 0.5303108096122742}"
谁说算命的一定是瞎子,negative,谁 说 算命 的 一定 是 瞎子,"{'label': 'positive', 'score': 0.6619994640350342}"
那他干嘛睁着眼说瞎话,positive,那 他 干嘛 睁 着眼 说 瞎话,"{'label': 'negative', 'score': 0.9074011445045471}"
你才说瞎话呢,negative,你 才 说 瞎话 呢,"{'label': 'negative', 'score': 0.8399884104728699}"
他明明是个哑巴,negative,他 明明 是 个 哑巴,"{'label': 'negative', 'score': 0.9536154270172119}"
少爷这俩字是你那算命哑巴 在阿巴的时候,negative,少爷 这 俩 字 是 你 那 算命 哑巴 在 阿巴 的 时候,"{'label': 'negative', 'score': 0.4643535315990448}"
你自己遐想出来的吧,negative,你 自己 遐想 出来 的 吧,"{'label': 'neutral', 'score': 0.6407484412193298}"
你懂什么 算命是可以写的,negative,你 懂 什么 算命 是 可以 写 的,"{'label': 'negative', 'score': 0.4725838005542755}"
他有没有写你6岁就家道中落了啊,positive,他 有 没有 写 你 6 岁 就 家道中落 了 啊,"{'label': 'negative', 'score': 0.7281906604766846}"
我看你是少爷的身子,positive,我 看 你 是 少爷 的 身子,"{'label': 'neutral', 'score': 0.4246250092983246}"
跑堂的命,positive,跑堂 的 命,"{'label': 'neutral', 'score': 0.6982578039169312}"
陈美嘉,negative,陈美嘉,"{'label': 'negative', 'score': 0.769870400428772}"
本少爷正式通知你下星期要交房租了,negative,本少爷 正式 通知 你 下 星期 要 交房 租 了,"{'label': 'neutral', 'score': 0.5077114701271057}"
你的那份呢,negative,你 的 那 份 呢,"{'label': 'neutral', 'score': 0.7365180850028992}"
我早就准备好了,positive,我 早就 准备 好 了,"{'label': 'positive', 'score': 0.5274543166160583}"
Give me,neutral,Give me,"{'label': 'positive', 'score': 0.4949573874473572}"
拿走 这都什么,negative,拿走 这 都 什么,"{'label': 'negative', 'score': 0.9543666243553162}"
干嘛啊 没见过人民币啊,negative,干嘛 啊 没 见 过 人民币 啊,"{'label': 'neutral', 'score': 0.5992467403411865}"
这些连零头都不够交的,negative,这些 连 零头 都 不 够交 的,"{'label': 'negative', 'score': 0.855812132358551}"
我们不是房租减半,neutral,我们 不是 房租 减半,"{'label': 'negative', 'score': 0.8953298926353455}"
水电全免吗,neutral,水电 全免 吗,"{'label': 'positive', 'score': 0.7011796236038208}"
小姐,negative,小姐,"{'label': 'negative', 'score': 0.45221656560897827}"
你脑袋是不是被门给挤了,negative,你 脑袋 是 不是 被 门 给 挤 了,"{'label': 'negative', 'score': 0.8949354887008667}"
隔壁4个人一间,negative,隔壁 4 个人 一 间,"{'label': 'positive', 'score': 0.5823460817337036}"
我们2个人一间 减半是没错,negative,我们 2 个人 一 间 减半 是 没错,"{'label': 'positive', 'score': 0.5613939762115479}"
算下来还是要交一人份,negative,算 下来 还是 要 交 一 人 份,"{'label': 'neutral', 'score': 0.666625440120697}"
是吗,negative,是 吗,"{'label': 'negative', 'score': 0.5069338083267212}"
一七得七 二七十四 三八妇女节五一劳动节,negative,一七 得 七 二七十四 三八 妇女节 五一 劳动节,"{'label': 'neutral', 'score': 0.6032164692878723}"
六一 算下来你说的对噢,negative,六一 算 下来 你 说 的 对 噢,"{'label': 'negative', 'score': 0.685575008392334}"
对你个头啊,neutral,对 你 个头 啊,"{'label': 'negative', 'score': 0.4870375394821167}"
别怪我没提醒你,neutral,别怪 我 没 提醒 你,"{'label': 'negative', 'score': 0.657881498336792}"
我的那份已经找到办法解决了,positive,我 的 那 份 已经 找到 办法 解决 了,"{'label': 'negative', 'score': 0.6449559330940247}"
你自己赶紧吧,neutral,你 自己 赶紧 吧,"{'label': 'negative', 'score': 0.8768620491027832}"
我上哪去想办法啊,negative,我 上 哪 去 想 办法 啊,"{'label': 'negative', 'score': 0.7904839515686035}"
这是我全部家当了,negative,这是 我 全部 家当 了,"{'label': 'negative', 'score': 0.8060479760169983}"
成天只知道看漫画买洋娃娃,negative,成天 只 知道 看 漫画 买 洋娃娃,"{'label': 'negative', 'score': 0.7943534255027771}"
本少爷旨在希望你面对现实,positive,本少 爷旨 在 希望 你 面对 现实,"{'label': 'neutral', 'score': 0.6806737780570984}"
你怎么能这样,negative,你 怎么 能 这样,"{'label': 'negative', 'score': 0.926911473274231}"
子乔,negative,子乔,"{'label': 'neutral', 'score': 0.6983382105827332}"
我们是一对 经济问题应该由男人来解决,negative,我们 是 一对 经济 问题 应该 由 男人 来 解决,"{'label': 'neutral', 'score': 0.47110602259635925}"
打住打住 关起门来,negative,打住 打住 关起门 来,"{'label': 'negative', 'score': 0.9271669387817383}"
假冒归假冒,negative,假冒 归假 冒,"{'label': 'negative', 'score': 0.7485485076904297}"
井水不犯河水,negative,井水不犯河水,"{'label': 'neutral', 'score': 0.5484161376953125}"
那现在井水,negative,那 现在 井水,"{'label': 'negative', 'score': 0.7364898920059204}"
有难了 国家还提出南水北调呢,negative,有 难 了 国家 还 提出 南水北调 呢,"{'label': 'neutral', 'score': 0.5199353098869324}"
少来 经济问题就是原则问题,negative,少 来 经济 问题 就是 原则 问题,"{'label': 'negative', 'score': 0.850775420665741}"
那我就告诉大伙,negative,那 我 就 告诉 大伙,"{'label': 'neutral', 'score': 0.4294392466545105}"
我说你欺负我,negative,我 说 你 欺负 我,"{'label': 'negative', 'score': 0.7390812635421753}"
虐待我,negative,虐待 我,"{'label': 'negative', 'score': 0.9612425565719604}"
还推卸男人责任,negative,还 推卸 男人 责任,"{'label': 'negative', 'score': 0.8783500790596008}"
泼妇你想敲诈是不是,negative,泼妇 你 想 敲诈 是 不是,"{'label': 'negative', 'score': 0.9410209655761719}"
泼妇骂谁,negative,泼妇 骂 谁,"{'label': 'negative', 'score': 0.9530297517776489}"
泼妇骂你,negative,泼妇 骂 你,"{'label': 'negative', 'score': 0.9396609663963318}"
知道自己时泼妇就好了,negative,知道 自己 时 泼妇 就 好 了,"{'label': 'negative', 'score': 0.84810471534729}"
我打你又怎么样,negative,我 打 你 又 怎么样,"{'label': 'negative', 'score': 0.9081777334213257}"
你试试,negative,你 试试,"{'label': 'negative', 'score': 0.44011980295181274}"
怕你,negative,怕 你,"{'label': 'negative', 'score': 0.5007551312446594}"
你还敢打我,negative,你 还 敢 打 我,"{'label': 'negative', 'score': 0.8720954060554504}"
你还来劲了是吧,negative,你 还 来劲 了 是 吧,"{'label': 'negative', 'score': 0.8604256510734558}"
你再来一下试试,negative,你 再 来 一下 试试,"{'label': 'negative', 'score': 0.6490241289138794}"
怕你啊我,negative,怕 你 啊 我,"{'label': 'positive', 'score': 0.4029757082462311}"
子乔君,positive,子乔君,"{'label': 'neutral', 'score': 0.7748262286186218}"
你真是孔武有力,positive,你 真是 孔武有力,"{'label': 'positive', 'score': 0.8498809337615967}"
